playerID,Seasons,Wins,Loses,Games,Games_Started,Complete_Games,Shut_Outs,Earned_Runs,Strike_Outs,Walks,Games_Finished,Runs_Allowed,Batters_Faced
mcgrato01,1,0,0,2,0,0,0,0,0,1,2,0,8
mcgratu01,19,96,92,824,39,5,1,528,1109,582,541,597,6313
mcgresc01,13,138,108,356,309,83,23,949,904,518,24,1031,8982
mcgresl01,3,0,1,10,2,0,0,22,10,17,5,30,145
mcgui01,1,0,0,1,0,0,0,7,1,5,1,9,37
mcguide01,1,0,0,1,0,0,0,3,1,1,1,5,23
mcguide02,3,1,3,27,6,0,0,30,44,28,11,34,233
mcguito01,2,5,6,25,12,7,0,57,37,60,11,80,571
mcgunbi01,2,11,8,19,18,17,3,49,65,24,1,85,658
mchalma01,7,12,30,64,44,23,1,142,131,81,13,182,1472
mchugco01,8,54,38,175,111,1,0,312,689,202,21,329,3052
mcilrva01,1,0,0,1,0,0,0,1,0,0,1,1,5
mcilvir01,1,0,1,2,1,0,0,6,3,2,1,6,30
mcilwst01,2,0,0,2,1,0,0,1,4,1,1,1,21
mcintfr01,2,2,1,3,3,3,0,12,6,8,0,29,134
mcintha01,9,71,117,237,188,140,17,590,626,539,40,778,6714
mcintjo01,2,8,19,47,33,4,1,90,93,77,6,107,953
mcjamdo01,6,79,80,178,162,137,6,519,593,563,15,816,5933
mckaiar01,7,26,21,165,34,8,1,230,188,208,70,270,2175
mckaiha01,5,18,23,103,24,7,1,209,136,193,53,254,1747
mckayco01,1,0,0,1,0,0,0,0,0,1,1,0,7
mckayre01,1,0,0,1,0,0,0,1,0,0,0,1,2
mckeeji02,2,1,1,17,1,0,0,17,17,18,3,21,148
mckeero01,2,1,0,5,1,1,0,10,1,6,3,10,68
mckeiti01,3,1,1,10,3,0,0,21,3,14,5,22,123
mckelru01,1,0,2,4,1,1,0,6,3,3,3,23,121
mckenki01,2,4,9,22,13,11,0,86,34,76,8,113,697
mckenli01,2,6,6,27,12,5,0,43,39,47,7,51,519
mckeojo01,2,4,3,43,0,0,0,31,32,32,8,32,231
mckeola01,4,46,64,116,115,110,4,404,474,206,1,643,4183
mckiran01,1,1,0,27,0,0,0,18,22,10,4,18,129
mcknito01,3,7,7,21,21,1,0,63,69,33,0,71,552
mclaide01,11,131,91,280,264,105,29,711,1282,548,8,778,7719
mclauba01,1,1,3,7,4,4,0,29,14,15,3,44,228
mclaubo01,7,10,20,156,21,5,2,156,188,123,62,186,1380
mclauby01,5,16,25,129,35,5,0,215,248,171,49,226,1683
mclaufr01,2,0,0,4,1,0,0,19,4,5,3,33,93
mclauji01,1,1,2,3,2,2,0,9,8,11,1,22,101
mclaujo01,8,29,28,250,12,0,0,192,268,198,142,219,1932
mclauju01,3,0,0,16,0,0,0,27,4,17,11,28,128
mclaupa01,3,0,2,12,3,0,0,27,8,17,7,28,165
mclauwa01,3,3,3,7,5,5,0,29,17,26,2,41,251
mcleaal01,1,0,0,4,0,0,0,7,3,5,1,8,42
mcleama01,3,2,0,12,2,0,0,17,17,10,3,19,127
mclelwa01,2,0,1,10,1,0,0,13,0,10,3,13,73
mclemma02,1,3,0,29,0,0,0,15,35,18,9,17,161
mclisca01,15,92,92,352,209,57,5,715,713,552,70,824,6938
mcmacsa01,2,0,1,2,1,1,0,3,4,4,1,6,48
mcmahdo01,1,1,0,1,1,1,0,3,3,0,0,3,40
mcmahdo02,23,90,68,874,2,0,0,431,1003,579,506,482,5503
mcmahja02,2,0,5,34,9,0,0,42,22,40,11,49,343
mcmahsa01,10,173,127,321,305,279,14,1026,967,945,16,1592,11534
mcmakjo01,1,2,2,4,4,4,0,11,6,11,0,18,138
mcmanjo01,1,0,0,1,0,0,0,4,1,4,0,4,12
mcmanpa01,1,0,2,2,2,2,0,7,6,1,0,21,94
mcmicgr01,11,31,29,453,0,0,0,189,459,193,164,215,2213
mcmulge01,1,2,1,3,3,2,0,18,2,19,1,25,112
mcmuljo01,4,14,15,37,31,30,0,171,15,79,5,405,1513
mcmurcr01,8,28,42,212,79,6,3,303,349,336,36,341,2921
mcnabed01,1,8,7,21,14,12,0,65,18,53,7,109,648
mcnalda01,14,184,119,424,396,120,33,982,1512,826,7,1070,11229
mcnamti01,5,14,29,98,42,13,4,210,88,92,35,252,1736
mcnaugo01,1,0,1,6,2,0,0,15,6,22,2,15,106
mcneaha01,1,5,5,12,10,9,0,42,15,30,2,68,404
mcnicbr01,1,0,2,4,2,0,0,8,12,7,1,8,54
mcniced01,1,2,12,17,15,12,1,58,39,74,2,70,537
mcparfr01,1,0,0,1,0,0,0,2,2,3,1,4,20
mcphejo01,2,1,13,16,13,11,1,57,32,50,3,87,569
mcpheky01,1,0,2,10,3,0,0,8,21,7,2,8,107
mcquahe01,2,2,0,29,2,0,0,35,15,23,20,45,319
mcquemi01,5,5,11,73,19,2,0,113,140,112,24,128,968
mcquige01,11,85,89,273,173,105,17,417,590,401,76,578,6255
mcquihu01,12,88,94,279,204,95,10,665,446,489,55,784,6697
mcraeal01,1,0,1,2,0,0,0,4,5,5,0,4,32
mcraeno01,2,0,0,22,0,0,0,12,19,26,6,15,155
mcsortr01,1,0,0,1,0,0,0,1,1,0,1,2,9
mctigbi01,3,2,5,27,9,1,0,53,41,72,11,64,361
mcveyca01,4,10,12,34,19,12,0,75,37,16,12,141,813
mcweedo01,8,37,57,206,118,37,5,439,386,450,45,536,4235
mcwilla01,15,78,90,370,224,34,13,690,940,542,44,768,6702
meachru01,8,23,17,218,9,0,0,169,198,93,83,188,1490
meadobr01,10,47,62,336,122,3,0,539,454,259,62,582,4208
meadojo01,1,0,2,12,2,0,0,17,5,7,3,18,153
meadole01,17,188,180,490,406,219,25,1185,1063,956,56,1491,13371
meadoru01,1,0,0,1,0,0,0,0,0,0,1,0,1
meadsda01,2,8,4,67,2,0,0,44,59,30,29,51,380
meakige01,5,15,13,39,32,23,3,115,142,100,7,179,1137
meansjo01,1,0,0,1,0,0,0,5,4,0,0,5,16
mearsch01,1,1,3,29,3,0,0,25,21,11,16,28,178
mechegi01,10,84,83,258,243,7,3,714,1050,594,3,772,6191
mecirji01,12,29,35,474,0,0,0,221,450,225,126,240,2263
meddebr01,6,16,7,210,0,0,0,94,175,104,51,108,1027
medicdo01,14,124,105,312,287,71,16,838,955,624,8,925,8471
medinra01,2,3,7,32,12,0,0,60,65,72,4,65,437
medinyo01,4,10,9,146,0,0,0,50,147,79,43,52,635
medlekr01,8,41,26,174,76,2,1,222,496,163,26,247,2467
medliir01,2,0,0,9,0,0,0,21,9,15,2,23,76
medvisc01,3,3,2,28,0,0,0,22,21,16,10,25,164
meegape01,2,14,20,40,38,36,2,141,164,67,2,220,1403
meehabi01,1,0,1,1,1,0,0,5,4,3,0,5,21
meekero01,3,8,14,42,17,8,1,101,54,103,12,114,877
meekev01,6,7,11,179,0,0,0,79,160,101,52,90,844
meekijo01,12,152,133,324,308,270,9,1177,901,1056,16,1706,11543
meeleph01,1,0,1,7,0,0,0,4,5,7,2,6,42
meersru01,3,3,3,43,4,0,0,37,35,48,18,42,361
meinehe01,7,66,50,165,132,60,7,439,199,287,19,526,4353
meinkfr01,2,8,24,36,32,31,1,104,124,67,4,229,1337
meisiry01,1,2,1,18,1,0,0,15,21,10,2,15,87
mejiaad01,3,6,7,27,25,0,0,56,98,54,1,59,548
mejiaje01,5,9,14,113,18,0,0,75,162,76,59,81,813
mejiasa01,1,0,0,1,0,0,0,0,0,0,1,0,4
melanma01,12,23,24,517,0,0,0,158,467,121,300,182,2090
melenjo01,5,16,14,109,12,0,0,85,172,60,37,90,911
mellake01,2,0,0,6,0,0,0,12,9,10,2,12,67
meloajo01,3,0,0,13,0,0,0,9,20,11,6,10,73
meltest01,1,0,1,23,1,0,0,25,24,20,18,49,267
meltocl01,8,86,80,272,179,65,13,552,660,431,54,669,6159
meltoru01,6,30,50,162,87,25,6,283,363,395,47,331,3061
melviti01,3,0,2,6,3,0,0,18,15,15,1,20,84
mendead01,1,1,3,5,5,0,0,14,11,12,0,14,109
mendero01,3,0,2,45,0,0,0,16,32,25,13,16,194
mendeyo01,3,2,3,17,5,0,0,30,25,20,1,33,190
mendolu01,7,16,25,90,56,0,0,215,208,140,13,239,1600
mendoma01,1,0,0,1,0,0,0,3,0,2,1,3,10
mendomi02,1,0,0,1,0,0,0,0,0,0,1,0,3
mendora01,10,59,40,342,62,2,2,381,463,181,76,412,3422
menecfr01,2,0,0,2,0,0,0,4,0,0,2,4,11
menefjo01,10,58,70,139,125,111,6,471,293,273,14,707,4797
menento01,3,3,1,23,0,0,0,16,20,6,6,17,119
mengdda01,3,12,17,43,38,2,2,119,172,68,0,128,977
menhapa01,3,5,9,41,23,1,0,100,90,85,10,108,726
meolami01,3,0,3,18,3,1,0,39,15,25,11,43,214
mercahe01,4,5,4,112,3,0,0,63,127,75,25,67,559
merceja01,1,0,0,1,0,0,0,0,1,2,1,0,4
mercejo02,8,33,39,145,79,5,1,308,310,223,18,336,2530
mercema01,1,0,1,7,0,0,0,4,8,7,2,4,36
merceme01,1,0,0,1,0,0,0,0,2,0,0,0,6
mercewi01,9,132,164,335,300,253,11,1098,532,755,34,1753,11106
merckke01,21,74,67,692,150,2,1,612,917,607,157,676,5792
meredcl01,7,14,14,286,0,0,0,114,189,80,83,125,1197
merensp01,1,1,2,4,3,2,1,8,7,16,0,8,108
meridro01,4,5,2,51,0,0,0,40,46,39,8,48,340
merribr01,2,1,2,34,0,0,0,41,24,37,15,42,222
merrige01,2,3,0,4,3,3,0,14,7,6,1,21,120
merriji01,11,81,86,297,192,56,9,602,932,322,48,657,6168
merrill02,1,1,2,44,0,0,0,24,35,28,18,29,280
merriry01,2,3,0,9,5,0,0,6,13,4,2,8,126
mertesa01,1,1,0,1,1,0,0,1,0,0,1,2,19
mertzji01,1,5,7,33,10,2,0,60,53,58,12,65,499
mesajo01,22,80,109,1022,95,6,2,750,1038,651,633,811,6804
messean01,12,130,99,344,295,98,27,709,1625,831,30,812,9120
messebu01,1,2,0,5,2,1,0,12,4,14,2,13,114
messera01,6,4,12,173,0,0,0,100,120,80,49,104,844
metcato01,1,1,0,8,0,0,0,4,3,3,4,4,51
metivde01,3,7,7,54,13,4,0,107,24,75,23,125,801
metzgbu01,6,18,9,191,1,0,0,122,175,140,112,133,1286
meyeral01,4,5,8,22,19,0,0,49,107,62,0,51,424
meyerbe02,1,0,0,13,0,0,0,22,9,14,7,23,97
meyerbo01,5,2,12,38,18,3,0,63,92,80,6,72,582
meyerbr01,3,0,5,34,0,0,0,16,29,23,14,22,212
meyerda02,5,3,9,103,7,0,0,69,92,57,19,81,516
meyerja01,7,24,34,202,24,4,0,198,375,244,98,225,1965
meyerle01,2,0,2,3,2,2,0,11,0,3,1,24,90
meyerru01,14,94,73,319,219,65,13,679,672,541,47,761,6570
miadiba01,2,0,0,12,0,0,0,9,14,9,4,9,53
micelda01,18,43,52,631,9,0,0,349,632,310,225,383,3069
michach01,5,10,15,61,24,0,0,100,87,85,10,109,872
michage01,1,0,0,1,0,0,0,0,3,0,1,5,16
michajo01,1,0,0,2,0,0,0,3,1,1,0,3,11
michajo02,1,1,6,28,8,2,0,46,16,27,11,59,370
mickegl01,1,0,1,4,2,0,0,8,5,4,2,9,33
mickoka01,4,0,3,29,0,0,0,17,33,17,14,17,146
middlja01,4,4,4,24,8,0,0,46,55,36,7,46,337
middlji01,2,7,12,51,10,2,0,79,40,52,28,101,710
middljo01,1,0,1,2,1,0,0,6,2,6,1,7,35
middlke01,2,6,1,80,0,0,0,29,79,27,26,29,317
midkidi01,1,1,1,13,2,0,0,20,10,21,5,30,169
mielkga01,3,1,3,79,0,0,0,37,42,41,17,37,405
mijarjo01,7,6,11,324,0,0,0,93,229,103,63,105,1132
mikkepe01,11,45,40,364,3,0,0,245,436,250,189,288,2762
mikloha01,1,0,0,2,0,0,0,6,0,3,2,6,31
mikolmi01,4,22,10,69,42,1,1,117,208,63,10,128,1214
milacbo01,8,39,47,143,125,8,5,387,387,301,4,415,3424
milchmi01,2,3,1,39,0,0,0,27,29,17,7,28,154
milesaa01,3,0,0,5,0,0,0,2,0,0,5,2,20
milesca01,1,0,0,2,0,0,0,12,6,8,2,12,41
milesji01,2,0,1,13,1,0,0,20,20,17,5,21,120
mileywa01,9,71,76,216,212,2,1,585,975,429,0,620,5308
militsa01,2,4,4,12,11,0,0,30,47,39,0,32,301
miljujo01,8,29,26,127,45,15,2,199,166,173,56,249,2054
millean01,15,49,48,483,66,0,0,321,853,335,125,358,3164
millebe01,1,0,1,4,1,1,0,15,3,3,3,23,84
millebi03,1,0,1,1,1,0,0,6,1,4,0,6,24
millebi04,4,6,9,41,18,5,2,62,72,79,9,72,594
millebo01,2,5,12,20,19,14,0,64,33,50,1,109,599
millebo02,10,42,42,261,69,23,6,362,263,247,79,406,3547
millebo03,6,6,8,86,8,1,0,99,75,92,48,114,837
millebo04,23,69,81,694,99,7,0,581,895,608,290,679,6623
millecy01,4,13,11,27,26,23,1,75,125,76,1,154,957
milledy01,9,23,17,251,1,0,0,167,235,177,138,184,1979
milleel02,1,0,1,8,2,0,0,14,5,21,2,18,68
millefr01,1,1,1,6,2,0,0,11,2,13,4,19,97
millefr02,7,52,66,163,127,68,14,338,359,254,28,423,4152
milleja02,9,60,58,200,139,58,8,486,305,340,33,582,4741
milleja03,1,0,0,4,0,0,0,8,2,3,1,8,22
milleji02,5,2,3,50,0,0,0,26,59,39,28,29,303
millejo03,5,12,14,46,35,1,0,98,178,138,2,109,989
milleju01,7,24,14,216,33,0,0,201,300,187,33,217,1656
milleju02,4,12,5,133,0,0,0,70,148,50,36,73,591
milleku01,5,2,7,44,9,0,0,67,55,50,9,73,387
millela01,3,5,14,48,20,1,0,76,93,57,10,83,653
millema01,2,0,0,15,0,0,0,9,7,5,5,10,56
millema02,5,6,1,100,0,0,0,32,95,44,24,35,432
milleox01,5,4,6,24,10,4,0,65,27,33,5,66,427
millepa01,3,1,0,10,3,0,0,12,9,6,2,12,114
millera01,2,5,17,29,25,19,0,108,46,100,4,147,862
millera04,1,0,0,1,0,0,0,0,0,0,1,0,3
millera05,2,0,1,6,0,0,0,11,6,3,0,12,42
millere01,1,0,0,1,0,0,0,6,0,1,0,6,12
millero01,5,39,45,102,88,74,6,296,198,229,13,413,3275
millero02,1,0,0,1,0,0,0,1,0,1,1,1,7
millero04,1,0,0,2,0,0,0,3,2,0,1,3,11
milleru01,2,1,13,35,14,2,0,74,23,37,13,88,555
millesh01,7,37,53,131,124,5,5,304,592,269,1,330,3038
millest01,17,105,103,704,93,24,5,610,1164,600,405,697,7083
milletr01,7,7,18,203,14,0,0,150,199,113,44,174,1222
milletr02,16,18,17,694,5,0,0,243,434,237,133,264,2322
millewa03,1,0,1,3,2,0,0,8,0,6,1,14,52
millewa04,9,62,46,151,147,5,1,407,749,377,2,443,3833
millewh01,1,0,1,4,0,0,0,0,2,4,3,2,21
millibi01,2,0,4,11,4,3,0,31,11,18,6,46,275
millibo01,2,13,6,61,13,3,0,72,90,60,18,83,746
millijo02,5,3,8,35,12,4,0,67,38,67,9,82,541
millsal01,13,39,32,474,5,0,0,291,456,395,153,306,2819
millsal02,2,0,1,10,2,0,0,13,27,12,3,13,90
millsar01,2,0,1,19,1,0,0,27,7,26,12,30,221
millsbr02,7,4,4,21,14,0,0,70,71,43,1,71,373
millsdi01,1,0,0,2,0,0,0,1,3,3,1,4,22
millsle01,5,15,30,96,48,21,1,293,267,302,27,325,2058
millswi01,1,0,2,2,2,2,0,15,3,4,0,15,72
millwke01,16,169,152,451,443,22,6,1243,2083,843,3,1357,11616
milnaal01,10,57,58,188,127,49,10,463,350,495,38,551,4430
milneho01,3,0,0,51,0,0,0,13,30,21,8,15,177
milonto01,10,46,37,151,130,2,0,375,554,189,8,424,3280
milstge01,3,3,7,36,9,2,0,49,27,45,21,67,475
miltoer01,11,89,85,271,270,10,4,878,1127,453,0,935,6826
miltola01,1,0,0,1,0,0,0,1,0,1,1,1,16
mimbsmi01,3,12,19,73,37,2,1,148,178,143,8,163,1197
minahco01,1,0,2,2,2,1,0,2,4,13,0,8,60
minarru01,3,6,9,70,13,3,1,88,70,89,28,107,756
minayju01,3,6,4,103,0,0,0,44,115,54,32,47,440
minchna01,4,3,7,15,12,1,0,48,38,28,0,56,310
minerra01,1,0,0,1,0,0,0,4,0,3,0,4,8
minerza01,5,25,22,173,38,1,0,182,237,162,24,198,1681
minetcr01,4,1,7,55,15,0,0,87,76,72,18,104,664
mingost01,11,18,33,385,2,0,0,197,329,225,173,237,2491
minnepa01,10,69,84,253,169,64,9,574,481,393,44,656,5617
minnido01,1,0,1,2,1,0,0,5,7,2,0,8,44
minorbl01,7,13,10,157,0,0,0,110,184,70,45,115,957
minormi01,7,56,50,204,138,1,0,392,786,247,14,410,3678
minshji01,2,0,1,6,0,0,0,0,5,4,2,1,20
minteaj01,2,4,4,81,0,0,0,27,95,24,34,28,320
mintogr01,17,59,65,710,7,0,0,389,479,483,415,452,4810
mintzst01,2,1,2,17,0,0,0,18,9,14,5,18,119
minutgi01,3,0,3,27,3,0,0,24,31,35,6,27,194
mirabpa01,13,19,29,298,33,3,1,247,258,239,86,284,2236
miranan01,5,17,21,116,47,3,0,180,243,206,11,202,1608
miranar01,4,13,9,44,40,1,0,117,186,85,2,122,934
mischpa01,7,4,15,78,24,1,1,107,116,57,14,114,877
misurmi01,1,0,0,5,0,0,0,13,10,7,2,13,52
mitchbo01,4,20,23,45,44,40,2,135,184,73,2,267,1688
mitchbr01,5,4,10,64,20,0,0,98,102,87,19,109,784
mitchch01,2,0,0,12,0,0,0,8,9,6,9,10,81
mitchcl01,20,125,139,390,278,145,12,1016,543,624,77,1215,9686
mitchcr01,3,0,2,5,2,0,0,11,3,4,1,12,60
mitchdj01,1,0,0,4,0,0,0,2,2,3,3,2,24
mitchfr01,7,31,50,97,86,71,2,327,216,303,11,470,3172
mitchjo02,5,9,14,51,37,1,0,116,107,93,3,138,1064
mitchla01,1,0,0,7,0,0,0,6,7,5,2,6,51
mitchmo01,1,2,4,10,6,3,1,30,8,22,2,35,197
mitchpa01,8,32,39,125,96,11,4,307,277,191,14,341,2674
mitchro01,8,32,37,122,67,47,7,257,204,177,39,360,2800
mitchwi01,12,84,92,276,190,93,16,522,921,605,64,725,6796
mitrese01,9,13,30,143,64,1,1,263,265,151,40,290,2028
mizelvi01,11,90,88,268,230,61,15,654,918,680,14,725,6606
mlickda01,13,66,80,262,193,6,2,646,834,472,20,709,5468
mmahake01,1,0,2,4,2,0,0,11,3,8,1,12,44
mockga01,3,4,13,55,19,0,0,78,121,72,6,87,621
modakmi01,1,1,2,20,3,1,1,27,7,23,9,27,195
moehlbr01,15,84,107,332,252,11,6,837,859,454,40,897,6844
moellde01,2,1,3,15,4,0,0,32,19,18,4,37,171
moelljo01,8,26,36,166,74,4,1,260,307,176,38,308,2504
moellro01,5,6,9,52,22,1,1,98,104,100,11,106,717
moffesa01,3,6,29,37,35,33,1,135,94,98,2,250,1353
moffira01,12,43,52,534,1,0,0,317,455,286,306,355,3380
moforhe01,4,5,13,50,14,6,0,88,78,64,10,94,674
mogrige01,16,132,131,398,261,138,20,808,678,565,101,1001,9568
moharge01,2,0,1,15,1,0,0,10,14,8,9,22,176
mohlemi01,10,14,27,347,20,0,0,231,281,232,100,253,1869
mohorda01,6,16,21,254,0,0,0,141,174,99,121,163,1537
moisabi01,1,0,0,3,0,0,0,3,1,2,2,3,22
molesca01,1,0,2,4,3,1,0,26,7,15,1,34,98
molinga01,5,2,2,46,0,0,0,38,28,33,15,43,244
molledu01,1,0,0,4,0,0,0,4,8,5,1,4,42
mollsa01,1,0,0,11,0,0,0,8,7,3,1,8,35
molonri01,1,0,0,1,0,0,0,0,1,0,1,0,5
molynvi01,2,1,0,13,0,0,0,16,5,28,6,19,139
monahri01,1,0,0,4,0,0,0,5,2,7,2,5,47
monasca01,1,3,5,32,13,0,0,43,52,29,5,48,399
monbobi01,13,114,112,343,263,78,18,803,1122,462,27,910,8207
mongesi01,13,49,40,435,17,4,0,300,471,356,214,342,3292
monroed01,2,1,0,10,1,1,0,12,13,8,9,17,133
monrola01,1,0,1,8,2,0,0,10,9,13,5,11,96
monroza01,2,4,2,24,6,1,0,23,19,29,12,31,265
montafr01,3,6,7,43,13,0,0,61,99,50,8,67,501
montajo01,9,24,26,223,17,2,0,289,260,226,97,314,2397
montara01,1,0,0,1,0,0,0,1,0,2,0,1,6
monteag01,1,1,0,11,0,0,0,8,7,2,6,10,59
monteau01,8,3,7,72,7,0,0,74,58,62,31,82,572
montejo01,14,90,83,298,244,32,11,650,1081,513,17,728,6983
montema01,1,0,0,12,0,0,0,7,15,6,2,7,68
montemi01,2,0,0,2,0,0,0,1,0,2,2,1,14
montera01,4,6,16,58,30,0,0,115,189,111,7,119,883
montere01,3,3,7,46,11,5,0,120,93,95,22,127,806
monteri01,10,24,17,210,0,0,0,152,212,119,61,170,1499
montgje01,13,46,52,700,1,0,0,316,733,296,549,347,3637
montgjo01,2,11,7,35,35,0,0,78,167,63,0,83,765
montgmi01,5,20,25,147,56,2,2,178,342,169,35,192,1883
montgmo01,2,6,3,12,10,1,1,24,36,20,2,26,312
montgst01,4,2,8,72,0,0,0,50,67,56,22,52,401
monzara01,6,16,21,106,32,8,1,154,201,134,30,176,1389
moodyer01,1,0,1,10,1,0,0,9,12,2,3,10,82
moonebi01,1,4,5,45,6,0,0,50,75,67,18,53,456
mooneji01,4,17,20,92,41,13,3,168,116,133,29,193,1592
moonle01,1,0,0,1,0,0,0,7,1,7,1,8,36
moorean02,1,1,5,11,9,0,0,35,31,8,1,36,243
mooreba01,7,26,37,140,99,8,1,277,278,300,14,309,2627
mooreba02,8,28,48,180,98,16,4,361,496,365,36,408,3154
moorebi01,1,0,0,1,0,0,0,0,0,3,0,2,3
moorebo01,1,0,0,11,0,0,0,6,10,10,4,6,78
moorebr01,2,0,0,8,0,0,0,1,3,6,5,1,34
mooreca01,1,0,0,4,0,0,0,3,2,4,4,3,47
moorecy01,6,16,26,147,40,13,3,252,181,168,63,281,2081
moorede01,1,0,0,2,1,0,0,0,3,2,1,1,27
mooredo01,13,43,40,416,4,0,0,267,416,186,229,308,2793
mooreea01,16,163,154,388,326,230,34,856,1403,1108,45,1231,11507
mooreeu01,4,9,16,61,29,5,0,137,75,77,15,155,1056
moorege01,1,0,0,1,0,0,0,0,1,0,1,0,10
moorege02,3,2,2,10,3,0,0,18,17,21,7,22,162
mooreji01,5,2,4,46,10,3,0,70,29,49,21,78,613
moorema01,3,7,5,79,0,0,0,60,73,63,32,72,415
moorema02,9,54,56,179,149,1,1,448,797,368,11,480,3862
mooremi01,14,161,176,450,440,79,16,1381,1667,1156,6,1516,12203
moorera02,12,63,59,365,105,24,5,484,612,560,148,522,4611
moorero01,5,11,26,80,46,17,0,225,154,239,25,260,1878
moorete01,1,0,0,1,0,0,0,0,1,0,1,0,4
mooreto01,5,2,4,42,3,0,0,53,40,49,17,62,409
mooretr01,3,3,10,23,19,0,0,65,60,40,1,73,476
moorety01,1,0,0,1,0,0,0,0,0,0,1,0,3
moorewh01,8,30,29,133,60,18,4,214,228,292,42,243,2258
moorewi01,7,51,44,261,32,14,2,284,204,232,160,356,3044
moorhbo01,2,0,3,47,7,0,0,60,68,47,14,76,526
moosebo01,10,76,71,289,160,35,13,507,827,387,59,566,5501
mootyja01,7,16,23,111,38,14,1,194,145,194,44,227,1896
moragda01,2,0,0,4,0,0,0,12,2,2,2,12,22
moralfr01,11,23,30,305,47,0,0,248,385,223,68,267,2152
moralke01,1,0,0,1,0,0,0,0,0,1,1,0,4
moralos01,1,0,0,1,0,0,0,0,0,0,1,0,2
moranbi03,1,1,3,15,5,0,0,24,17,23,1,27,221
moranch02,1,0,1,3,2,2,0,14,7,19,1,29,121
moranha01,3,23,17,73,41,21,4,139,163,131,23,181,1532
moranhi01,2,1,1,7,2,1,0,10,4,12,1,10,100
moransa01,1,2,4,10,6,6,0,52,19,51,4,63,314
morefo01,2,2,10,25,6,4,0,52,27,40,14,80,407
morehda01,8,40,64,177,134,19,6,378,627,463,15,430,3608
morehse01,6,5,19,132,24,3,0,170,184,110,38,190,1407
morelmi01,2,0,0,2,0,0,0,0,1,0,2,0,8
morelra01,4,2,2,42,0,0,0,33,32,28,9,35,274
morenan01,2,4,10,21,12,3,0,36,34,37,3,41,349
morendi01,2,1,1,9,0,0,0,9,14,5,4,10,71
morened01,1,1,3,19,0,0,0,12,15,15,5,13,108
morenju01,4,18,22,73,45,14,0,159,119,157,15,181,1483
morenju02,2,3,3,49,0,0,0,23,39,38,7,27,207
morenle01,6,48,57,141,105,62,10,289,356,331,30,394,3573
morenor01,3,3,1,47,0,0,0,25,41,20,15,29,216
moretro01,9,47,27,168,82,24,5,294,408,339,37,322,3094
moreyda01,1,0,0,2,0,0,0,2,1,2,2,2,14
morgaad01,4,10,23,142,36,0,0,164,257,86,16,176,1302
morgacy01,12,78,78,210,172,107,15,403,667,578,31,586,5818
morgacy02,2,1,1,19,0,0,0,26,8,19,12,32,154
morgami01,25,141,186,597,411,46,10,1303,1403,938,56,1431,11872
morgapi01,1,1,3,7,4,4,1,6,7,1,2,40,190
morgato01,13,67,47,443,61,18,7,410,364,300,204,467,4293
moriage01,2,0,2,3,2,2,0,10,5,8,1,16,79
morilju01,4,0,0,9,1,0,0,16,8,7,4,16,56
morimsh01,1,0,0,2,0,0,0,6,5,5,0,6,27
morinmi01,6,10,8,186,0,0,0,90,166,49,37,100,735
morlajo01,2,2,5,49,7,1,0,49,61,71,10,55,478
mormaal01,5,6,7,176,0,0,0,76,98,75,26,81,652
morogda01,1,0,1,22,0,0,0,10,15,10,8,10,160
moronji01,3,2,6,25,8,5,0,38,29,40,10,53,393
moronre01,2,5,2,76,0,0,0,20,90,40,10,22,291
morrebi01,3,8,6,48,9,3,0,74,35,57,15,83,638
morriaj01,1,0,0,7,0,0,0,7,9,8,3,7,47
morriak01,3,0,0,18,0,0,0,15,16,15,13,15,105
morribi01,3,3,1,13,4,2,0,19,28,29,8,30,227
morribr01,7,20,12,231,0,0,0,82,168,101,59,93,1007
morribu01,3,0,5,10,5,1,0,25,5,29,3,31,168
morrida01,2,0,2,6,3,0,0,5,7,8,1,9,72
morrie01,1,0,0,1,0,0,0,1,0,2,0,2,7
morried01,7,171,122,311,307,297,29,838,1217,498,4,1312,11073
morried02,5,42,45,140,78,43,2,314,256,293,39,375,3016
morrifr01,2,1,3,6,5,5,0,11,14,10,1,17,186
morrigu01,2,1,2,12,3,1,0,21,6,18,6,26,174
morriha01,1,3,4,7,7,5,0,48,13,27,0,73,285
morrija02,18,254,186,549,527,175,28,1657,2478,1390,10,1815,16120
morriji01,1,0,0,3,0,0,0,0,1,2,3,0,16
morriji02,2,0,0,21,0,0,0,8,13,9,6,12,69
morrijo01,7,1,2,18,2,2,0,28,22,12,13,46,261
morrijo04,10,103,80,297,164,90,13,622,546,506,95,737,6524
morrijo06,8,11,7,132,10,2,0,102,137,86,41,117,997
morrima01,12,121,92,307,276,23,8,799,1214,509,12,889,7669
morrimi01,4,20,39,65,62,55,1,288,254,325,4,508,2415
morriph01,1,0,0,1,0,0,0,0,1,0,1,0,3
morrobr01,12,51,43,334,113,4,4,378,877,368,95,406,3653
mortecl01,6,6,11,74,13,0,0,87,112,74,22,102,733
mortoca01,8,87,92,255,242,51,13,684,650,565,4,776,7113
mortoch01,1,0,1,3,1,1,0,8,7,5,2,14,92
mortoch02,11,75,81,217,216,3,2,567,994,451,0,636,5240
mortogu01,11,98,88,317,185,82,19,567,830,583,79,747,6750
mortoke01,1,6,5,16,15,1,0,44,45,40,0,49,379
mortosp01,1,0,2,2,2,2,0,10,5,11,0,20,83
